UserLanguage,Dem_age,Dem_gender,Dem_edu,Dem_edu_mom,Dem_employment,Country,Dem_Expat,Dem_state,Dem_maritalstatus,Dem_dependents,Dem_riskgroup,Dem_islolation,Dem_isolation_adults,Dem_isolation_kids,AD_gain,AD_loss,AD_check,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_SLON_1,Scale_SLON_2,Scale_SLON_3,OECD_people_1,OECD_people_2,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Trust_countrymeasure,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6
EN,40,Female,PhD/Doctorate,College degree,Full time employed,Finland,no,NA,Married/cohabiting,3,Not sure,Isolated,1,3,NA,Program D,No,4,4,5,3,3,5,3,3,4,3,2,2,2,7,8,7,9,5,6,6,7,5,5,4,4,4,8,6,6,5,2,3,3
EN,43,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Student,Finland,yes,uusimaa,Divorced/widowed,4,No,Life carries on with minor changes,1,3,Program A,NA,No,2,2,2,4,3,3,3,3,1,2,3,2,3,5,9,8,8,8,8,7,8,5,5,5,5,5,4,5,5,5,3,4,3
EN,32,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Finland,yes,NA,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program D,Yes,3,3,4,3,3,3,4,3,3,3,2,2,3,5,8,5,2,7,7,5,7,2,4,3,4,5,4,6,5,5,1,3,1
EN,30,Female,"College degree, bachelor, master",College degree,Not employed,Finland,no,NA,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program C,No,3,3,4,3,3,4,4,3,3,3,4,4,5,9,9,7,9,9,8,8,7,4,4,4,6,6,4,4,5,5,4,4,4
EN,41,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,no,Uusimaa,Married/cohabiting,2,Not sure,Life carries on with minor changes,1,2,Program B,NA,No,3,5,5,2,3,3,3,2,1,3,4,1,1,7,9,8,10,10,7,9,8,6,6,5,6,5,4,5,6,5,1,4,4
EN,49,Female,"College degree, bachelor, master",College degree,Not employed,Finland,yes,Pohjois Pohjanmaa,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,NA,Program D,No,3,4,3,4,4,2,4,3,3,2,3,5,4,7,8,8,10,9,7,9,8,5,6,6,6,6,5,5,6,6,2,3,3
EN,26,Male,"College degree, bachelor, master",College degree,Self-employed,Finland,yes,South Karelia,Other or would rather not say,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,3,3,4,3,2,2,4,3,3,3,5,2,2,10,9,10,10,10,10,10,10,5,6,4,5,6,5,6,6,6,5,5,1
EN,40,Female,PhD/Doctorate,PhD/Doctorate,Student,Finland,yes,NA,Married/cohabiting,3,Yes,Life carries on with minor changes,1,3,NA,Program D,Yes,4,4,5,3,3,5,2,2,4,4,2,4,5,4,6,9,9,9,3,9,9,4,6,6,6,6,5,5,3,4,2,5,1
EN,23,Female,"College degree, bachelor, master",College degree,Part time employed,Finland,yes,Capital Area,Married/cohabiting,0,Not sure,Life carries on with minor changes,1,0,NA,Program C,Not sure,3,4,3,3,3,2,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,39,Female,PhD/Doctorate,Up to 9 years of school,Not employed,Finland,yes,Turku,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,NA,Program C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,46,Female,"College degree, bachelor, master",Some College or equivalent,Not employed,Finland,yes,Uusimaa,Married/cohabiting,1,Not sure,Life carries on with minor changes,1,1,NA,Program D,Not sure,3,4,5,3,2,3,4,2,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,31,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,no,NA,Single,NA,No,Life carries on with minor changes,0,0,NA,Program D,No,1,1,1,5,4,1,1,4,2,1,1,1,1,7,9,9,10,9,9,9,9,1,3,2,5,5,7,5,5,3,1,3,1
EN,36,Female,PhD/Doctorate,College degree,Full time employed,Finland,no,Nurmijärvi,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,Program B,NA,Yes,3,5,3,4,2,5,3,1,4,4,3,5,3,8,10,10,10,10,10,8,10,6,6,6,6,6,5,NA,6,6,6,NA,4
EN,43,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,no,Uusimaa,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program D,No,3,2,3,4,4,NA,4,3,2,1,1,1,1,7,9,7,7,9,7,6,7,5,4,2,6,5,8,6,5,5,2,5,4
EN,42,Female,NA,College degree,Full time employed,Finland,yes,NA,Married/cohabiting,1,No,Life carries on with minor changes,NA,NA,NA,Program D,No,3,NA,3,4,NA,3,4,2,NA,3,NA,NA,3,2,7,6,6,6,6,2,5,6,6,5,NA,6,7,NA,NA,NA,NA,NA,NA
EN,42,Female,"College degree, bachelor, master",Up to 12 years of school,Not employed,Finland,yes,Hankasalmi,Married/cohabiting,4,Yes,Isolated,1,3,Program B,NA,No,1,3,3,4,4,2,4,3,2,1,2,1,3,6,8,4,3,4,7,7,2,6,6,6,6,6,0,6,6,6,1,4,2
EN,34,Male,PhD/Doctorate,College degree,Full time employed,Russia,yes,USA,Married/cohabiting,1,Yes,Isolated,1,1,Program A,NA,No,5,5,3,4,3,3,3,2,1,2,2,1,4,8,10,4,3,4,4,9,3,5,5,5,5,5,3,6,6,6,4,5,4
EN,39,Female,PhD/Doctorate,College degree,Full time employed,Finland,yes,Uusimaa,Married/cohabiting,3,Yes,Isolated,2,3,Program B,NA,Yes,3,3,3,4,4,3,4,4,3,2,2,2,2,7,7,7,7,8,7,6,7,5,6,5,5,6,4,6,5,5,2,4,6
EN,50,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,yes,Helsinki,Other or would rather not say,0,Yes,Life carries on with minor changes,0,0,NA,Program D,No,4,3,4,4,3,3,4,3,4,2,5,4,5,6,8,8,7,7,7,8,7,2,5,5,5,6,8,3,3,3,2,3,3
EN,32,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,no,NA,Married/cohabiting,2,Yes,Life carries on with minor changes,1,2,Program A,NA,No,3,3,2,4,4,2,4,4,3,2,3,3,3,8,9,8,8,8,9,7,8,2,3,3,3,5,5,5,5,5,2,5,4
EN,34,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,no,Lapland,Single,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,2,2,4,5,4,5,4,4,2,4,2,2,2,7,9,9,10,8,9,9,8,1,3,2,4,5,4,6,5,5,1,6,1
EN,54,Male,PhD/Doctorate,Some College or equivalent,Full time employed,Finland,no,Uusimaa,Other or would rather not say,0,Yes,Life carries on as usual,0,0,NA,Program D,Not sure,1,1,2,4,3,2,4,3,2,1,2,3,1,3,9,5,5,4,4,5,4,5,5,5,3,3,3,6,5,4,1,2,1
EN,29,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,Finland,no,Pirkanmaa,Single,0,Yes,Isolated,0,0,NA,NA,NA,4,5,5,3,3,4,3,3,1,4,4,2,4,2,8,0,8,3,5,7,5,5,6,4,4,4,4,4,6,6,3,3,4
EN,27,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,yes,NA,Single,0,Yes,Life carries on with minor changes,0,0,Program A,NA,Yes,4,3,3,4,3,2,3,3,3,3,3,4,5,7,10,10,10,10,7,10,10,5,5,5,4,5,8,6,6,6,6,6,1
EN,40,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Finland,no,helsinki,Married/cohabiting,2,Yes,Isolated,1,1,NA,Program C,No,3,3,3,3,3,4,3,2,3,3,3,3,4,9,9,8,8,5,1,8,7,5,5,5,5,6,4,4,6,5,2,2,3
EN,55,Female,"College degree, bachelor, master",College degree,Part time employed,Finland,yes,NA,Single,0,Yes,Isolated,0,0,NA,NA,NA,4,5,5,3,2,5,3,2,4,5,5,5,5,7,10,7,7,7,6,7,6,4,6,6,6,6,4,5,5,6,5,3,5
EN,40,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Finland,yes,Uusimaa,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,No,3,2,4,5,4,3,4,4,3,2,2,3,4,5,8,6,9,6,7,3,6,2,4,2,5,5,7,5,5,5,4,4,4
EN,33,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,yes,NA,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,NA,Program D,No,4,3,3,3,4,3,3,4,3,2,4,3,4,5,8,8,8,8,7,7,8,5,6,5,5,5,7,4,5,6,4,4,4
EN,29,Male,"College degree, bachelor, master",College degree,Full time employed,Finland,yes,NA,Single,0,Yes,Life carries on with minor changes,NA,0,NA,Program D,No,3,2,2,4,4,1,4,3,3,1,3,3,4,3,8,9,9,9,7,9,9,2,4,2,4,4,9,5,4,4,2,3,2
EN,35,Male,PhD/Doctorate,College degree,Full time employed,Finland,yes,NA,Married/cohabiting,1,No,Life carries on with minor changes,1,1,Program B,NA,No,3,2,3,4,3,2,3,3,2,2,2,2,2,7,8,8,8,8,9,9,10,4,5,5,6,6,9,5,5,4,2,4,4
EN,59,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Finland,yes,Vantaa,Divorced/widowed,3,Yes,Life carries on with minor changes,0,0,Program A,NA,No,2,2,3,4,5,2,4,4,2,2,3,2,3,8,9,10,10,10,10,9,10,5,4,4,5,6,5,6,6,6,3,5,4
EN,44,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,yes,Espoo,Married/cohabiting,2,No,Life carries on with minor changes,1,1,Program A,NA,Yes,2,3,3,3,4,2,3,2,3,2,3,3,3,7,9,9,9,9,7,7,7,5,6,5,5,5,6,5,5,5,2,4,4
EN,65,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Full time employed,Ireland,no,Antrim,Married/cohabiting,3,No,Life carries on with minor changes,NA,NA,Program A,NA,No,1,1,1,5,5,1,5,5,1,1,1,1,1,3,8,1,4,3,10,3,3,6,6,6,6,6,5,6,6,6,1,6,1
EN,33,Female,"College degree, bachelor, master",College degree,Not employed,Finland,yes,Uusimaa,Married/cohabiting,0,Yes,Life carries on with minor changes,NA,NA,Program B,NA,Not sure,3,5,5,2,2,5,3,2,4,5,3,4,3,3,7,7,9,6,7,6,9,4,6,6,5,5,5,6,5,5,2,4,2
EN,35,Female,"College degree, bachelor, master",College degree,Not employed,Finland,yes,NA,Married/cohabiting,2,Yes,Life carries on with minor changes,1,2,NA,Program C,No,3,2,4,3,3,2,3,4,3,2,3,2,4,5,9,8,9,9,9,8,9,5,5,5,5,5,5,6,6,6,6,5,2
EN,42,Female,"Some College, short continuing education or equivalent",College degree,Full time employed,Finland,no,Uusimaa,Divorced/widowed,4,Yes,Life carries on with minor changes,0,1,NA,Program C,No,1,2,3,5,4,3,4,4,1,1,2,1,2,6,8,8,9,9,9,6,8,2,3,2,3,5,5,5,5,5,2,4,2
EN,65,Male,PhD/Doctorate,Up to 12 years of school,Full time employed,Finland,yes,NA,Single,0,Yes,Isolated,0,0,Program A,NA,No,2,1,3,5,4,4,5,4,1,3,3,1,3,8,10,9,10,10,8,9,9,5,6,6,6,6,5,6,6,6,1,6,1
EN,60,Male,"College degree, bachelor, master",Some College or equivalent,Not employed,Finland,yes,NA,Married/cohabiting,1,Yes,Life carries on with minor changes,3,0,NA,Program C,No,2,4,3,5,4,3,5,4,2,1,3,1,2,7,8,9,10,7,9,5,10,6,5,5,5,6,5,6,5,6,1,3,3
EN,38,Female,"College degree, bachelor, master",Up to 6 years of school,Not employed,Finland,yes,Helsinki,Married/cohabiting,2,Yes,Life carries on with minor changes,0,2,NA,Program D,Yes,5,3,5,3,3,4,3,1,4,3,5,4,5,4,4,7,8,7,5,3,8,5,5,5,5,5,5,6,6,6,2,4,4
EN,57,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Retired,Finland,yes,North Karelia,Married/cohabiting,0,Yes,Isolated,0,0,Program B,NA,No,5,5,5,2,1,5,2,1,5,5,5,5,5,NA,3,8,5,6,9,6,8,1,1,4,4,4,5,4,2,4,5,5,5
EN,28,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,no,NA,Single,0,Yes,Life carries on with minor changes,0,0,NA,Program C,No,2,2,3,4,5,3,4,4,1,1,3,2,3,8,9,4,7,6,8,8,1,4,4,4,6,6,0,1,4,5,2,4,1
EN,28,Male,"College degree, bachelor, master",College degree,Not employed,Finland,no,Helsinki,Married/cohabiting,0,Not sure,Isolated,2,0,Program B,NA,Not sure,5,3,2,5,3,5,5,3,5,3,1,1,2,8,6,6,7,7,9,9,4,6,5,6,6,6,5,6,5,4,1,1,5
EN,29,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Finland,yes,Helsinki,Single,0,No,Isolated,0,0,NA,Program C,No,1,1,3,4,4,3,4,4,1,1,4,3,5,6,9,8,7,7,8,4,9,5,5,5,5,5,5,5,3,5,2,2,4
EN,61,Male,"College degree, bachelor, master",Some College or equivalent,Self-employed,Finland,yes,Uusimaa,Single,0,Yes,Isolated,0,0,Program B,NA,No,3,3,4,5,3,3,5,3,1,3,4,NA,5,7,10,6,8,7,8,9,9,5,5,5,5,4,8,5,5,6,5,6,1
EN,38,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,yes,Somerset,Married/cohabiting,2,Yes,Life carries on with minor changes,NA,NA,Program A,NA,No,3,3,5,4,3,5,2,3,5,4,4,3,5,4,9,3,7,7,5,5,3,6,6,6,5,5,5,6,6,6,5,5,1
EN,23,Male,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Ireland,yes,Limerick,Single,0,Yes,Isolated,1,0,Program B,NA,No,3,4,3,4,3,1,5,5,4,1,4,2,4,7,9,7,6,8,8,8,9,5,4,6,4,6,8,5,6,5,4,4,2
EN,31,Female,"College degree, bachelor, master",Up to 12 years of school,Part time employed,Finland,no,NA,Single,0,Yes,Life carries on with minor changes,1,0,Program B,NA,No,3,3,3,4,4,3,4,4,3,3,4,4,5,6,8,7,8,8,6,3,8,2,4,2,4,4,4,5,6,5,4,2,2
EN,48,Male,"College degree, bachelor, master",College degree,Not employed,Finland,yes,Uusimaa,Divorced/widowed,1,Yes,Life carries on with minor changes,0,1,Program A,NA,No,2,1,1,5,5,1,5,5,2,1,1,2,1,7,7,8,8,9,9,7,8,5,5,5,5,5,4,6,5,6,2,5,5
EN,37,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,Finland,no,Uusimaa,Single,0,Not sure,Life carries on as usual,NA,NA,Program A,NA,Not sure,3,5,3,3,2,4,5,3,3,5,5,5,5,4,8,5,4,5,6,5,7,4,1,6,3,5,4,6,6,6,1,1,1
EN,36,Female,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Finland,yes,Uusimaa,Married/cohabiting,0,Yes,Isolated,1,0,Program B,NA,No,2,2,1,4,4,2,5,3,2,2,3,2,3,1,4,5,5,5,8,2,6,4,4,4,4,4,5,5,6,6,3,4,3
EN,35,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,yes,NA,Single,0,Yes,Isolated,0,0,Program B,NA,No,2,2,2,4,3,2,5,4,1,1,4,3,4,4,7,1,6,3,4,5,0,3,3,3,2,2,1,6,6,6,3,2,4
EN,33,Male,"College degree, bachelor, master",None,Full time employed,Finland,yes,Vantaan Kaupunki,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,Program A,NA,No,3,1,3,5,5,4,5,5,3,1,1,3,3,2,4,6,8,6,9,0,5,6,6,6,6,6,5,6,6,6,5,4,6
EN,37,Male,"College degree, bachelor, master",None,Full time employed,Finland,yes,Pirkamaa,Single,2,No,Life carries on with minor changes,0,1,NA,Program D,Not sure,3,2,3,5,4,2,3,4,3,3,2,2,4,4,6,5,5,5,5,4,5,5,5,5,6,6,4,5,6,6,2,3,4
EN,41,Female,PhD/Doctorate,Some College or equivalent,Full time employed,Finland,yes,Uusimaa,Single,0,Yes,Life carries on with minor changes,0,0,Program A,NA,No,3,3,3,4,3,2,4,4,4,2,3,2,3,5,9,9,9,9,5,9,8,3,5,3,5,6,4,4,5,5,3,4,2
EN,35,Male,"Some College, short continuing education or equivalent",PhD/Doctorate,Full time employed,Finland,yes,Ontario,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,No,3,3,3,4,3,2,4,3,2,2,1,2,4,4,8,6,7,7,9,1,7,5,5,4,4,2,6,4,4,5,2,1,2
EN,35,Female,"College degree, bachelor, master",College degree,Full time employed,United Kingdom,yes,Glasgow,Married/cohabiting,0,Not sure,Life carries on with minor changes,1,0,Program A,NA,No,2,3,3,4,3,2,4,4,4,1,2,2,4,7,9,9,9,9,10,9,9,2,4,2,4,5,5,6,6,6,2,4,4
EN,53,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,yes,Helsinki,Married/cohabiting,1,No,Isolated,1,1,Program A,NA,No,2,3,3,5,3,4,4,3,2,3,3,3,4,5,6,7,7,7,8,8,8,5,6,5,5,6,9,5,6,5,1,4,1
EN,20,Other/would rather not say,Up to 12 years of school,College degree,Student,Finland,no,varsinais suomi,Single,0,Yes,Isolated,0,0,NA,Program D,Not sure,2,4,5,4,3,3,3,3,3,4,3,3,4,7,9,7,7,7,8,6,8,1,5,2,4,4,5,6,5,5,3,4,3
EN,68,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Retired,Portugal,no,NA,Divorced/widowed,1,Yes,Life carries on with minor changes,NA,NA,NA,Program D,No,2,2,1,4,4,2,2,2,1,2,2,1,2,7,8,6,3,3,8,8,7,4,5,5,5,5,5,6,5,5,1,4,1
EN,32,Female,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Finland,no,Uusimaa,Married/cohabiting,1,Yes,Isolated,1,0,NA,Program C,Yes,5,4,5,4,3,3,3,3,5,4,5,5,5,7,10,9,10,10,9,8,10,2,6,6,6,5,6,6,5,6,4,5,2
EN,37,Female,"College degree, bachelor, master",Up to 9 years of school,Not employed,Finland,no,Uusimaa,Single,0,Yes,Isolated,0,0,NA,Program C,No,1,4,5,3,3,2,3,3,2,3,5,5,5,7,9,8,10,8,6,8,7,4,4,5,4,6,4,5,6,6,5,3,5
EN,25,Male,"College degree, bachelor, master",Some College or equivalent,Student,Cameroon,no,South West region,Married/cohabiting,1,Yes,Life carries on with minor changes,1,0,Program B,NA,No,3,4,3,3,3,3,3,3,4,3,3,3,3,4,6,3,1,1,4,3,2,6,6,6,5,6,2,6,6,4,2,2,2
EN,29,Male,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Finland,no,Helsinki,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,No,3,5,4,4,2,2,5,3,3,2,3,1,4,7,8,4,5,5,7,5,1,6,4,3,6,5,1,4,5,4,2,1,1
EN,31,Female,PhD/Doctorate,College degree,Full time employed,Finland,yes,Uusimaa,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,No,2,2,2,3,3,1,2,3,2,1,2,2,4,8,9,10,10,10,9,8,10,2,3,3,4,5,5,5,5,6,3,5,2
EN,45,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Finland,no,NA,Divorced/widowed,3,No,Life carries on with minor changes,0,1,NA,Program D,No,2,2,1,5,4,2,4,5,1,1,4,3,3,5,7,8,8,8,8,7,8,2,5,4,4,4,8,6,4,5,3,4,2
EN,41,Female,"College degree, bachelor, master",College degree,Student,Finland,no,NA,Single,0,Yes,Isolated,0,0,Program A,NA,No,2,5,3,5,2,2,3,4,4,1,5,4,4,4,7,8,8,10,9,9,9,2,2,2,5,6,5,6,5,6,2,4,5
EN,48,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Finland,no,NA,Divorced/widowed,0,Yes,Isolated,0,0,Program A,NA,No,3,3,5,3,3,3,3,3,4,2,4,4,5,8,9,8,7,6,8,8,9,4,4,4,4,5,8,6,5,5,3,5,5
EN,56,Female,"College degree, bachelor, master",PhD/Doctorate,Self-employed,Sweden,yes,Uppland,Single,0,Yes,Isolated,2,0,NA,Program C,No,1,3,5,4,2,3,4,2,3,4,2,2,3,2,9,2,1,3,3,9,0,5,6,5,5,5,0,5,5,6,1,2,1
EN,46,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Retired,Finland,no,Espoo,Single,1,Yes,Life carries on with minor changes,0,0,Program A,NA,No,2,2,3,4,4,1,4,3,2,1,2,3,3,7,7,9,9,9,6,7,8,5,6,5,5,6,4,5,5,5,3,4,3
EN,33,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,no,Uusimaa,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,NA,Program D,No,2,1,3,5,4,1,5,5,2,1,3,2,5,7,10,8,9,8,5,7,3,5,5,5,3,4,3,6,5,5,2,5,6
EN,42,Female,"College degree, bachelor, master",College degree,Student,Finland,no,NA,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,3,5,5,1,3,4,5,1,1,5,5,4,2,3,4,9,7,7,4,7,8,3,4,5,5,6,5,5,6,6,3,3,4
EN,51,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Finland,yes,Pirkanmaa,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program D,No,4,4,4,3,3,4,3,2,3,4,3,3,3,5,8,7,6,7,6,6,6,6,6,4,5,5,6,4,6,6,3,4,6
EN,54,Male,Up to 12 years of school,Up to 6 years of school,Self-employed,Finland,no,Varsinais-Suomi,Single,0,Yes,Life carries on with minor changes,0,0,Program A,NA,No,2,3,3,3,3,2,3,3,3,2,4,3,3,7,9,7,9,8,9,9,8,4,5,4,5,6,5,5,5,5,4,5,2
EN,46,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Self-employed,France,no,France,Single,1,No,Life carries on as usual,0,0,NA,Program D,No,1,2,2,3,3,2,4,4,1,1,4,2,1,2,6,6,6,1,8,6,8,1,5,4,4,5,5,6,6,6,1,3,2
EN,19,Male,"Some College, short continuing education or equivalent",College degree,Student,Malaysia,yes,Selangir,Single,NA,NA,Life carries on with minor changes,8,3,NA,Program C,Not sure,3,3,4,2,3,3,3,3,3,3,3,3,2,5,10,9,10,10,10,10,10,4,5,6,6,4,5,NA,NA,NA,NA,NA,NA
EN,39,Female,"College degree, bachelor, master",Up to 6 years of school,Not employed,United States,yes,NA,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,1,5,5,1,1,5,1,1,3,5,5,5,5,8,10,4,2,1,2,9,NA,6,6,6,6,6,0,6,6,6,2,2,1
EN,59,Female,"College degree, bachelor, master",PhD/Doctorate,Not employed,Italy,yes,Lombardia,NA,2,Yes,Life carries on with minor changes,0,0,Program A,NA,No,3,2,2,4,5,1,4,4,2,1,1,1,4,2,2,0,2,2,8,8,3,4,4,3,6,6,8,6,6,5,5,2,6
EN,25,Female,"College degree, bachelor, master",Some College or equivalent,Not employed,Malaysia,no,Perak,Single,3,Yes,Isolated,5,0,Program B,NA,No,3,3,3,5,4,2,4,4,4,1,2,2,2,5,5,6,4,4,8,9,10,1,5,5,5,5,5,6,6,6,3,4,1
EN,38,Female,"College degree, bachelor, master",PhD/Doctorate,Full time employed,France,no,NA,Married/cohabiting,2,Yes,Life carries on with minor changes,1,2,NA,Program D,No,2,2,3,4,3,3,4,2,2,2,1,2,2,7,9,8,8,8,9,7,8,3,4,4,6,6,5,6,6,5,5,3,2
EN,32,Female,"Some College, short continuing education or equivalent",College degree,Part time employed,Philippines,no,Camarines Sur,Single,8,Yes,Life carries on with minor changes,NA,NA,NA,Program C,Not sure,2,2,2,4,3,1,4,3,2,2,1,2,1,8,9,8,8,7,7,7,7,5,5,5,5,5,8,5,6,6,6,5,4
EN,24,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Malaysia,no,Perak,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program D,No,2,2,3,4,3,2,3,3,2,2,1,1,1,5,8,5,6,6,8,8,9,4,4,4,5,5,5,5,6,6,2,5,4
EN,29,Female,"College degree, bachelor, master",College degree,Student,Japan,yes,Kanto,Married/cohabiting,0,Yes,Isolated,1,0,Program B,NA,No,2,3,3,3,3,2,4,2,2,2,3,1,3,8,10,6,7,8,8,8,7,5,6,5,6,6,3,5,5,5,4,5,1
EN,35,Female,"College degree, bachelor, master",College degree,Full time employed,Australia,yes,Vic,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,Program B,NA,No,3,4,3,3,3,2,3,4,2,3,4,4,3,2,5,1,2,5,3,1,6,6,6,6,6,5,5,2,6,6,3,5,5
EN,31,Male,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Uganda,no,NA,Single,2,No,Life carries on with minor changes,NA,NA,NA,Program C,Not sure,4,2,3,3,3,3,3,2,4,4,3,4,4,4,7,1,3,6,5,3,5,6,6,6,5,6,7,6,6,5,6,5,5
EN,31,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Bulgaria,no,Shumen,Single,1,Not sure,Life carries on with minor changes,2,1,Program A,NA,No,4,3,5,3,3,3,3,2,4,3,4,4,4,5,8,0,0,0,4,2,0,2,4,4,4,4,0,5,5,5,4,2,1
EN,32,Male,"College degree, bachelor, master",None,Self-employed,Uganda,no,Kampala uganda,Married/cohabiting,3,Not sure,Life carries on with minor changes,0,0,NA,Program D,Yes,NA,5,5,4,4,NA,5,3,NA,2,NA,NA,4,1,1,1,5,1,1,0,1,NA,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA
EN,26,Female,"College degree, bachelor, master",College degree,Student,Malaysia,no,KL,Single,4,Yes,Life carries on with minor changes,1,0,NA,Program D,No,1,1,1,5,3,1,5,4,1,1,4,1,1,9,8,6,5,5,9,9,7,5,6,5,5,6,7,6,6,5,2,6,1
EN,20,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Student,Malaysia,no,.,Single,0,No,Life carries on as usual,4,0,NA,Program D,Yes,2,3,4,3,NA,4,2,3,5,5,4,2,3,5,7,10,10,10,10,9,8,4,4,4,5,5,8,5,4,4,3,4,5
EN,30,Male,"College degree, bachelor, master",Up to 9 years of school,Full time employed,Malaysia,no,NA,Married/cohabiting,1,No,Life carries on with minor changes,NA,NA,Program A,NA,No,3,3,4,3,3,3,3,3,3,3,2,2,2,2,4,5,6,6,8,7,7,6,6,6,5,5,6,5,5,5,5,2,5
EN,31,Male,"College degree, bachelor, master",Some College or equivalent,Not employed,South Africa,yes,Western Cape,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program C,Yes,5,5,5,4,5,4,3,NA,5,4,2,5,3,1,3,1,1,1,4,1,2,4,4,4,4,2,4,4,5,5,4,5,4
EN,25,Male,PhD/Doctorate,None,Full time employed,Cabo Verde,no,NA,Single,2,No,Life carries on with minor changes,1,0,NA,Program C,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
