Dam Name,NID ID,Owner Types,Primary Owner Type,Number of Associated Structures,Primary Purpose,Latitude,Longitude,State,Distance to Nearest City (Miles),State Regulated Dam,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Inspection Frequency,Hazard Potential Classification,Condition Assessment,Inundation Maps Added to NID?
Jones Lake Dam,SD00758,State,State,0,Recreation,44.476304,-98.944212,South Dakota,2,Yes,No,No,Earth,Earth,Earth,Soil,21,21,21,21,Less than 25 feet,850,12000,1996,1990-1999,1260,1260,550,101,39,6940,Uncontrolled,100,3,High,Fair,No
Dome Lake,WY00649,Private,Private,0,Irrigation,44.585833,-107.295556,Wyoming,20,Yes,No,No,Earth,Earth,Earth,Soil,8,5,8,8,Less than 25 feet,700,1241,1906,1900-1909,525,,525,101,0,0,Uncontrolled,75,5,Low,Fair,No
Nelson,AZ00008,State,State,0,Irrigation,34.05972,-109.19444,Arizona,9,Yes,No,No,Earth,Earth,Earth,Soil,34,34,,34,25-50 feet,335,0,1890,Before 1900,900,900,770,101,81,2200,Uncontrolled,58,5,Low,Not Rated,No
Onion Dam,NV00005,Private,Private,0,Irrigation,41.6981,-118.7404,Nevada,0,Yes,No,No,Earth,Earth,Earth,Rock,48,42,54,54,51-100 feet,320,44000,,Undetermined,1500,1500,1500,101,0.8,3700,Uncontrolled,30,3,Significant,Fair,No
Enderli Reservoir Dam,TX04423,Private,Private,0,Recreation,29.99448,-95.011901,Texas,,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,8,8,8,8,Less than 25 feet,6120,0,1955,1950-1959,1000,1000,142,100,0,0,Uncontrolled,32,,Low,Not Rated,No
Jaritas Dam No. 2,NM00297,Private,Private,0,Other,36.3183,-104.3517,New Mexico,0,Yes,No,No,Earth,Earth,,Unlisted/Unknown,15,,24,24,Less than 25 feet,3278,0,1902,1900-1909,1760,1760,1760,100,60,990,Uncontrolled,50,5,Low,Poor,No
Comanche Creek Dam,TX02127,Local Government,Local Government,0,Irrigation,30.87467,-102.877594,Texas,1,Yes,No,No,Earth,Earth,Earth,Unlisted/Unknown,22,22,22,22,Less than 25 feet,3180,0,1955,1950-1959,1113,1113,583,100,54.3,16019,Uncontrolled,480,5,High,Fair,No
North Springfield Dam,VT00003,Federal,Federal,0,Flood Risk Reduction,43.33765453,-72.50947248,Vermont,,No,Yes,,Gravity,Gravity;Earth,Earth,Soil,118,113,118,118,Greater than 100 feet,2940,1230600,1960,1960-1969,76500,76500,500,100,158,117200,Uncontrolled,384,5,High,Not Available,Yes
SCS-Soldier Creek Site-004,OK01070,State,State,0,Flood Risk Reduction,35.450968,-99.297513,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,47,43,47,47,25-50 feet,2700,0,1962,1960-1969,2083,2083,776,100,,4600,Controlled,2,5,Low,Not Rated,No
Thurber Lake Dam,TX00916,Private,Private,0,Irrigation,32.506612,-98.401169,Texas,3,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,29,29,29,29,25-50 feet,2590,0,,Undetermined,1590,1590,700,100,4.37,22032,Uncontrolled,290,5,High,Not Rated,No
Mush Creek W/S Dam Site 2,AL02045,Private,Private,0,Flood Risk Reduction,32.1667,-86.9667,Alabama,,No,No,Yes,Earth,Earth,Earth,Soil,47,47,47,47,25-50 feet,2450,272900,1978,1970-1979,4627,4627,433,100,9.43,641,Uncontrolled,100,5,Low,Not Rated,No
La Reata Dam,TX04583,Private,Private,0,"Fire Protection, Stock, Or Small Fish Pond",32.316822,-99.214253,Texas,17,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,43,43,43,43,25-50 feet,2280,0,1976,1970-1979,2048,2048,1900,100,4.14,7286,Uncontrolled,350,,Low,Not Rated,No
Sabine Mining C 8 Dam,TX06310,Private,Private,0,Tailings,32.467422,-94.516292,Texas,,Yes,No,No,Earth,Earth,,,29,29,29,29,25-50 feet,1940,0,1987,1980-1989,1872,1872,821,100,4,25218,Uncontrolled,368,,Low,Not Rated,No
Carr Lake Dam,TX03073,Private,Private,0,Irrigation,30.68,-96.145,Texas,,Yes,No,No,Earth,Earth,,,25,25,25,25,25-50 feet,1900,0,1951,1950-1959,1650,1650,802,100,0,0,Uncontrolled,156,,Low,Not Rated,No
Maxwell Dam No. 14,NM00291,Private,Private,0,Irrigation,36.58266,-104.56262,New Mexico,4,Yes,No,No,Earth,Earth,,Unlisted/Unknown,19,,27,27,25-50 feet,1900,0,1915,1910-1919,780,780,523,100,2,800,Uncontrolled,30,5,Low,Poor,No
Jumbo,CO00382,State,State,0,Fish and Wildlife Pond,40.909565,-102.665973,Colorado,8,Yes,No,No,Earth,Earth,,,28,21,38,38,25-50 feet,1900,69899,1977,1970-1979,1450,1450,950,100,1,350,Uncontrolled,15.25,6,Low,Satisfactory,No
Box Elder Creek Dam,MT00934,Local Government,Local Government,0,Recreation,48.786378,-104.554649,Montana,1,Yes,No,Yes,Earth,Earth,Earth,Rock;Soil,63,60,80,80,51-100 feet,1800,4468,1963,1960-1969,6378,6378,1252,100,20,29600,Uncontrolled,610,5,High,Satisfactory,No
Moro Lake Dam,TX02316,Private,Private,0,Recreation,28.406797,-99.77256,Texas,2.5,Yes,No,No,Earth,Earth,Earth,Soil,24,24,24,24,Less than 25 feet,1760,0,1959,1950-1959,1873,1873,1093,100,3.45,4836,Uncontrolled,195,5,Significant,Fair,No
SCS-Wildhorse Creek Site-027,OK01187,State,State,0,Flood Risk Reduction,34.595853,-97.777738,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,35,35,35,35,25-50 feet,1650,0,1958,1950-1959,2529,2529,713,100,,3220,Controlled,2,5,Low,Not Rated,No
Beacon Lake Dam,TX07080,Private,Private,0,Recreation,32.322543,-98.003667,Texas,,Yes,No,No,Earth,Earth,,,50,50,50,50,51-100 feet,1600,300000,2002,Since 2000,2500,2500,1773,100,1.99,10001,Uncontrolled,275,,Low,Not Rated,No
Watkins Mill State Park Dam,MO10011,State,State,0,Recreation,39.392939,-94.263242,Missouri,6,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Soil,55,,52,55,51-100 feet,1600,370000,1971,1970-1979,2600,2600,2600,100,2.95,2400,Uncontrolled,100,2,High,Satisfactory,No
William E. Towell Dam,MO30090,State,State,0,Recreation,37.99479095,-91.69019349,Missouri,0,Yes,No,No,Earth,Earth,Earth,Rock,48,,48,48,25-50 feet,1450,260000,1965,1960-1969,2490,2490,1300,100,2.41,6379,Uncontrolled,200,2,High,Satisfactory,No
Kinmundy New Lake Dam,IL50271,Private,Private,0,Recreation,38.77365,-88.87493,Illinois,0,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,1250,0,1998,1990-1999,2250,2250,1192,100,1.91,11750,Uncontrolled,480,1,High,Not Available,No
Crystal Lake Dam,MO10580,Private,Private,0,Recreation,39.35773917,-94.19270984,Missouri,1,Yes,No,No,Earth,Earth,Earth,Rock,54,,54,54,51-100 feet,1200,420000,1968,1960-1969,2846,2846,2440,100,15.47,47417,Uncontrolled,320,2,High,Satisfactory,No
Pm Johnston #1,AL02243,Private,Private,0,Fish and Wildlife Pond,33.14972,-88.03333,Alabama,,No,No,No,Earth,Earth,,,30,,,30,25-50 feet,1200,58300,1975,1970-1979,947,947,786,100,2.66,1500,Uncontrolled,60,0,Low,Not Rated,No
SCS-Cotton-Coon-Mission Creek Sit-006,OK30026,State,State,0,Flood Risk Reduction,36.89213,-95.911319,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,35,35,35,35,25-50 feet,1100,0,1998,1990-1999,1049,1049,57,100,1.67,8706,Controlled,1,1,High,Fair,No
Dallas Hunt and Fish Upper Club Lake Dam,TX00821,Private,Private,0,Recreation,32.648121,-96.664685,Texas,,Yes,No,No,Earth,Earth,,,13,13,13,13,Less than 25 feet,1050,0,1900,1900-1909,1200,1200,280,100,0,0,Uncontrolled,460,,Low,Not Rated,No
Simon #1,CO01029,Private,Private,0,Irrigation,40.171676,-107.055569,Colorado,8,Yes,No,No,Earth,Earth,,,27,22,27,27,25-50 feet,1050,33791,1917,1910-1919,1696,1696,996,100,1,585,Uncontrolled,12,6,Low,Satisfactory,No
American Horse Lake,OK00114,State,State,0,Recreation,35.628263,-98.506009,Oklahoma,14,Yes,No,No,Earth,Earth,Earth,Soil,75,75,75,75,51-100 feet,1000,0,1966,1960-1969,3000,3000,2200,100,,5200,Controlled,4,5,Low,Not Rated,No
Timbre Ridge Dam,OH01012,Federal,Federal,0,Other,38.6541667,-82.38194445,Ohio,2,No,Yes,No,Earth,Earth,Earth,Rock;Soil,59,63,69,69,51-100 feet,960,395000,1974,1970-1979,3800,3800,3000,100,2.24,,Uncontrolled,2,1,High,Not Rated,No
Neidigk Lake Dam,TX00090,Private,Private,0,Recreation,30.138138,-95.617261,Texas,,Yes,No,No,Earth,Earth,,,15,15,15,15,Less than 25 feet,700,0,1957,1950-1959,1300,1300,246,100,0,0,Uncontrolled,365,,Low,Not Rated,No
Howell Club Lake Dam,TX00282,Private,Private,0,Recreation,32.430863,-95.063384,Texas,,Yes,No,No,Earth,Earth,Earth,Soil,25,25,25,25,25-50 feet,670,0,1949,1940-1949,1204,1204,608,100,2.72,5552.36,,126,5,High,Not Rated,No
Pleasure Acres Lake Dam,TX00277,Private,Private,0,Recreation,32.31061,-95.185694,Texas,1,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Rock;Soil,10,10,10,10,Less than 25 feet,660,0,1937,1930-1939,1218,1218,251,100,2.9,1717,Uncontrolled,30,5,High,Fair,No
Zell Lake Dam,SD00662,Federal,Federal,0,Fish and Wildlife Pond,44.940002,-98.784996,South Dakota,,No,Yes,No,Earth,Earth,Earth,Rock,11,11,11,11,Less than 25 feet,560,12000,1930,1930-1939,480,480,368,100,,2220,Uncontrolled,68,5,Low,Poor,No
Merry Lake Dam,MI00413,Private,Private,0,Recreation,41.72,-84.575,Michigan,5,Yes,No,No,Earth,Earth,,,21,19,21,21,Less than 25 feet,450,0,1966,1960-1969,3375,3375,1800,100,27,1400,Uncontrolled,60,4,Significant,Satisfactory,No
Spooner Lake Dam,NV00198,State,State,0,Recreation,39.1097,-119.9097,Nevada,0,Yes,No,No,Earth,Earth,Earth,Rock;Soil,32,28,37,37,25-50 feet,420,24000,,Undetermined,1580,1580,1580,100,1.5,170,Uncontrolled,30,3,Significant,Poor,No
Colter,AZ00009,Private,Private,0,Irrigation,33.94571,-109.47985,Arizona,6.5,Yes,No,No,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,19,,,19,Less than 25 feet,400,0,1908,1900-1909,732,732,0,100,5.58,3300,Uncontrolled,40,1,High,Poor,No
Upper Wilson Flowage,WI12823,Federal,Federal,0,Fish and Wildlife Pond,45.8093,-90.2032,Wisconsin,10,No,Yes,No,Earth,Earth,,,7,4,8,8,Less than 25 feet,300,1000,1940,1940-1949,200,200,100,100,6,50,Controlled,5,10,Low,Not Rated,No
Perry Lake Dam,MI02670,Private,Private,0,Recreation,44.747172,-84.089439,Michigan,,Yes,No,No,Earth,Earth,,,9,8,9,9,Less than 25 feet,300,0,2010,Since 2000,315,315,200,100,9.62,,Uncontrolled,26,5,Low,Satisfactory,No
Nycklemoe,MN01355,State,State,0,Fish and Wildlife Pond,46.10898,-95.70322,Minnesota,5,Yes,No,No,Earth,Earth;Other,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,,11,11,Less than 25 feet,200,1100,2002,Since 2000,700,700,300,100,25.9,219,,90,8,Low,Satisfactory,No
Municipal Reservoir Upper Dam,TX02757,Local Government,Local Government,0,Irrigation,31.75539,-98.972688,Texas,1,Yes,No,No,Gravity,Gravity,,Rock;Soil,15,15,15,15,Less than 25 feet,140,0,1925,1920-1929,825,825,825,100,2.5,0,Uncontrolled,140,,Low,Not Rated,No
Muddy Grimes Dam,MI00875,Federal,Federal,0,Recreation,46.27183324,-86.66817703,Michigan,,No,No,No,Other,Other,,,8,8,8,8,Less than 25 feet,140,0,1900,1900-1909,350,350,,100,1.2,,Uncontrolled,12,5,Low,Not Rated,No
Oknoname 113012,OK13053,Private,Private,0,Other,36.90169907,-97.03669739,Oklahoma,4,Yes,No,No,Earth,Earth,Earth,Soil,30,30,30,30,25-50 feet,100,0,1949,1940-1949,60,60,40,100,,100,Controlled,1,0,Undetermined,Not Rated,No
Fawn River Power Company Dam,MI00373,Local Government,Local Government,0,Recreation,41.84333333,-85.66666667,Michigan,0,No,No,No,Earth,Earth,,,22,22,22,22,Less than 25 feet,9,0,1830,Before 1900,460,460,160,100,0,620,Controlled,9,5,Low,Not Rated,No
Santa Cruz Dam,NM00251,Local Government,Local Government,0,Irrigation,35.9787,-105.9197,New Mexico,0,Yes,No,No,Gravity,Gravity,,Rock,124,93,147,147,Greater than 100 feet,502,0,1929,1920-1929,5948,5948,3546.4,99.8,99,147970,Uncontrolled,502,1,High,Satisfactory,No
Cypress Bayou No 2,LA00041,Local Government,Local Government,0,Flood Risk Reduction,32.92264472,-93.71063515,Louisiana,1,Yes,No,Yes,Earth,Earth,Earth,Soil,34,34,43,43,25-50 feet,3090,215000,1960,1960-1969,2450,2450,684,99,1.86,6400,Uncontrolled,12,1,High,Fair,No
Rose Lake Dam,TX01596,Private,Private,0,Irrigation,29.646288,-97.647736,Texas,,Yes,No,No,Earth,Earth,,,28,28,28,28,25-50 feet,1710,0,1921,1920-1929,1450,1450,1346,99,0,0,Uncontrolled,80,,Low,Not Rated,No
SCS-Upper Washita Creek Site-057,OK00956,State,State,0,Flood Risk Reduction,35.603928,-99.825031,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,59,54,59,59,51-100 feet,1427,0,1972,1970-1979,4003,4003,1082,99,,8180,Controlled,4,1,High,Fair,No
SCS-Wildhorse Creek Site-023,OK01191,State,State,0,Flood Risk Reduction,34.64036,-97.851196,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,32,32,32,32,25-50 feet,1425,0,1958,1950-1959,2414,2414,731,99,,5289,Controlled,2,3,Significant,Fair,No
Cleburne State Park Lake Dam,TX03591,State,State,0,Recreation,32.262158,-97.552934,Texas,4,Yes,No,No,Earth,Earth,Earth,Unlisted/Unknown,62,62,62,62,51-100 feet,1300,0,1940,1940-1949,2900,2900,1450,99,4.42,1,Uncontrolled,90,2,High,Poor,No
Chambers Creek WS SCS Site 16 Dam,TX01276,Local Government,Local Government,0,Flood Risk Reduction,32.409918,-96.970026,Texas,,Yes,No,Yes,Earth,Earth,,,42,42,42,42,25-50 feet,1285,118975,1959,1950-1959,1749,1749,1012,99,3.14,1715,Uncontrolled,95,5,High,Not Rated,No
Coffield Lake Dam,TX07054,Private,Private,0,Recreation,30.240447,-95.971704,Texas,,Yes,No,No,Earth,Earth,,,35,35,35,35,25-50 feet,1159,0,1999,1990-1999,1313,1313,731,99,1.4,2358.2,Uncontrolled,143,5,Significant,Fair,No
Casto,CO00294,Private,Private,0,Irrigation,38.730005,-108.677235,Colorado,23,Yes,No,No,Earth,Earth,Earth,Rock;Soil,26,21,26,26,25-50 feet,910,22021,1940,1940-1949,1298,1298,803,99,9,1470,Uncontrolled,50,2,Significant,Fair,No
Muskrat Dam,CO02583,Federal,Federal,0,Fish and Wildlife Pond,40.688335,-106.298332,Colorado,8,Yes,Yes,No,Earth,Earth,Earth,Rock;Soil,16,16,21,21,Less than 25 feet,890,25390,1985,1980-1989,1344,1344,372,99,24.4,4304,Uncontrolled,201,5,Low,Fair,No
Crane Lake,MO30069,Federal,Federal,0,Recreation,37.417226,-90.616984,Missouri,6,No,Yes,No,Earth,Earth,,,46,46,46,46,25-50 feet,377,66000,1971,1970-1979,2210,2210,680,99,9,11800,Uncontrolled,1,1,High,Unsatisfactory,No
Foster Lake Dam,MI00668,Private,Private,0,Recreation,43.80666667,-86.04666667,Michigan,35,Yes,No,No,Earth,Earth,,,13,13,13,13,Less than 25 feet,120,0,1973,1970-1979,669,669,515,99,1,400,Uncontrolled,30,4,Significant,Satisfactory,No
Dd No 2-35 (Lewis Dam),KS04943,Local Government,Local Government,0,Flood Risk Reduction,38.26402211,-99.61654611,Kansas,10,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,25,24,25,25,25-50 feet,2110,47000,1976,1970-1979,3570.8,3570.8,393,98.84,,4512,Uncontrolled,400,,Low,,No
Lake Merritt Dam,TX03315,Private,Private,0,Recreation,31.531961,-98.57775,Texas,4.5,Yes,No,No,Earth,Earth,,,28,28,28,28,25-50 feet,1310,0,1917,1910-1919,1595,1595,962,98.1,11.6,2,Uncontrolled,500,5,High,Fair,No
Jack Pot,WY01169,Private,Private,0,Other,43.235278,-107.247222,Wyoming,30,Yes,No,No,Earth,Earth,Earth,Soil,45,23,45,45,25-50 feet,2300,166750,1915,1910-1919,1029,1029,772,98,0,0,Uncontrolled,100,5,Low,Poor,No
Bayou Dupont No 10,LA00061,Private,Private,0,Flood Risk Reduction,31.622,-93.381,Louisiana,5,Yes,No,Yes,Earth,Earth,Earth,Soil,26,26,32,32,25-50 feet,1687,74890,1958,1950-1959,1735,1735,578,98,2.57,4125,Uncontrolled,10,3,Significant,Fair,No
Left Hand Park,CO00176,Private,Private,0,Irrigation,40.069894,-105.557515,Colorado,28,Yes,No,No,Earth,Earth,,,50,50,65,65,51-100 feet,1325,31528,1966,1960-1969,2075,2075,1429,98,1,3123,Uncontrolled,106.83,1,High,Satisfactory,No
South Catamount,CO00408,Local Government,Local Government,0,Water Supply,38.926674,-105.048902,Colorado,1,Yes,No,No,Earth,Earth,Metal,,100,100,100,100,51-100 feet,1156,65600,1935,1930-1939,3975,3975,2604,98,5,6582,Uncontrolled,70,1,High,Fair,No
Water Supply No 4,CO01759,Private,Private,0,Irrigation,40.645174,-105.085332,Colorado,2,Yes,No,No,Earth,Earth,,,28,28,33,33,25-50 feet,1110,30000,1880,Before 1900,2020,2020,1480,98,0,1861,Uncontrolled,80,1,High,Satisfactory,No
Strontia Springs                                                 ,CO02219,Local Government,Local Government,1,Water Supply,39.4327,-105.1262,Colorado,5,Yes,Yes,No,Concrete,Concrete;Arch,,Rock,292,292,299,299,Greater than 100 feet,650,97600,1982,1980-1989,10600,10600,7700,98,2600,55000,Uncontrolled,97,1,High,Satisfactory,No
Country Club Lake,OK21382,Local Government,Local Government,0,Water Supply,34.669926,-95.89541,Oklahoma,2,Yes,No,No,Earth,Earth,Earth,Soil,40,35,40,40,25-50 feet,510,0,1920,1920-1929,800,800,700,98,,4603,Controlled,2,5,Low,Not Rated,No
Tyrone Dam,MI00600,Private,Private,0,Recreation,42.70078991,-83.72839571,Michigan,4,Yes,No,No,Earth,Earth,,,11,11,11,11,Less than 25 feet,508,0,1929,1920-1929,450,450,320,98,1.1,78,Uncontrolled,13,5,Low,Fair,No
Railroad Embankment,AZ00133,Private,Private,0,Flood Risk Reduction,35.33028,-112.89611,Arizona,34,Yes,No,No,Other,Other,,Unlisted/Unknown,27,26,58,58,51-100 feet,500,0,1929,1920-1929,1000,1000,840,98,130,2980,Uncontrolled,83,5,Low,Not Rated,No
Shell Creek,WY01100,Private,Private,0,Irrigation,44.5166,-107.4139,Wyoming,6,Yes,No,No,Earth,Earth,Earth,Soil,40,33,50,50,51-100 feet,400,127252,1957,1950-1959,2680,2680,1950,98,24,1800,Uncontrolled,214,5,High,,No
Duck Nest Reservoir,WY02242,Private,Private,,Flood Risk Reduction,44.119167,-105.440556,Wyoming,18,Yes,No,No,Earth,Earth,Earth,Soil,22,12,22,22,Less than 25 feet,830,19161,1998,1990-1999,554,,554,97.84,0,0,Uncontrolled,30,5,Low,Fair,No
Wyard Dam,ND00013,Local Government,Local Government,0,Recreation,47.44504,-99.24793,North Dakota,0,Yes,No,No,Earth,Earth,Earth,Soil,13,,,13,Less than 25 feet,540,0,1934,1930-1939,1029.8,1029.8,401.7,97.7,262,,Uncontrolled,98,,Low,Not Rated,No
Pawnee Wildlife Reservoir,KS07041,Private,Private,0,Recreation,37.689524,-94.782413,Kansas,,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,42,,,42,25-50 feet,1250,115425,1992,1990-1999,2178.2,2178.2,1105.5,97.46,2,1200,,50,,Low,,No
Patterson,AZ00262,Private;State,Private,0,"Fire Protection, Stock, Or Small Fish Pond",34.23083,-109.71556,Arizona,35,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,17,17,,17,Less than 25 feet,2170,0,1944,1940-1949,533.8,,533.8,97.05,,,Uncontrolled,119,5,Low,Not Rated,No
Rush Creek WS SCS Site 9 Dam,TX03476,Local Government,Local Government,0,Flood Risk Reduction,32.024666,-98.661762,Texas,,Yes,No,Yes,Earth,Earth,Earth,Soil,54,54,54,54,51-100 feet,2728,179770,1971,1970-1979,5329,5329,960,97,12.86,8997,Uncontrolled,302.5,5,High,Fair,No
Rush Creek WS SCS Site 2 Dam,TX04901,Local Government,Local Government,0,Flood Risk Reduction,32.080049,-98.826837,Texas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,69,69,69,69,51-100 feet,2471,386874,1980,1980-1989,9932,9932,421,97,17.88,31926,Uncontrolled,404,,Significant,Fair,No
Upper Washita River WS SCS Site 21 Dam,TX04201,Local Government,Local Government,0,Irrigation,35.605587,-100.30582,Texas,,Yes,No,Yes,Earth,Earth,Earth,Rock;Soil,36,36,36,36,25-50 feet,2454,137540,1961,1960-1969,4838,4838,503,97,16.94,5976,Uncontrolled,307,5,Significant,Fair,No
Paradise Lake Dam,TX03293,Private,Private,0,Recreation,33.283311,-95.279604,Texas,,Yes,No,No,Earth,Earth,,,25,25,26,26,25-50 feet,2000,0,1966,1960-1969,1631,1631,760,97,0,6206,Uncontrolled,170,,Low,Not Rated,No
Guthrie Country Club Lake,OK02117,Local Government,Local Government,0,Water Supply,35.874526,-97.384631,Oklahoma,1,Yes,No,No,Earth,Earth,Earth,Rock;Soil,45,45,45,45,25-50 feet,1500,0,1913,1910-1919,890,890,612,97,2.18,5645,Controlled,2,1,High,Fair,Yes
Oligarchy #1,CO01236,Private,Private,0,Irrigation,40.198364,-105.191781,Colorado,3,Yes,No,No,Earth,Earth,Earth,Soil,29,28,33,33,25-50 feet,1040,62910,1889,Before 1900,2161,2161,1737,97,0,1580,Uncontrolled,167,2,Significant,Satisfactory,No
Sunset Lake Dam,MI00144,Private,Private,0,Recreation,42.11833333,-85.53666667,Michigan,0,Yes,No,No,Earth,Earth,,,11,8,11,11,Less than 25 feet,1040,0,1850,Before 1900,690,690,320,97,37,729,Controlled,10,3,High,Satisfactory,No
John Arambel,WY02076,Private,Private,0,"Fire Protection, Stock, Or Small Fish Pond",42.2973,-109.5563,Wyoming,1.7,Yes,No,No,Earth,Earth,Earth,Soil,14,10,22,22,Less than 25 feet,770,9720,,Undetermined,728,728,342,97,34.66,1315,Uncontrolled,54,5,Low,Fair,No
Eagle Lake Dam,MO30086,Private,Private,0,Recreation,37.938397,-90.235247,Missouri,6,Yes,No,No,Earth,Earth,,,47,,47,47,25-50 feet,670,230000,1968,1960-1969,1819,1819,1819,97,21.88,6300,Uncontrolled,40,2,High,Satisfactory,No
Big Creek Dam,MI00562,State,State,0,Recreation,44.79166667,-84.37333333,Michigan,20,Yes,No,No,Earth,Earth,,,25,23,25,25,25-50 feet,600,0,1964,1960-1969,728,728,388,97,22.6,245,Uncontrolled,17,5,Low,Satisfactory,No
Spring Lake Wetland Unit 2,IL50523,Private,Private,0,Fish and Wildlife Pond,40.44906,-89.90128,Illinois,7,Yes,No,No,Earth,Earth,Earth,Soil,10,,,10,Less than 25 feet,40,0,,Undetermined,330,330,185,97,0.31,,Controlled,18,5,Low,Not Available,No
Frd No 12-3,KS02186,Local Government,Local Government,0,Flood Risk Reduction,37.20134233,-96.30445359,Kansas,8,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,61,58,61,61,51-100 feet,2800,417800,1970,1970-1979,11831.81,11831.81,849,96.67,35.71,20200,Uncontrolled,300,,Low,,No
Holiday Lake Dam,IA00971,Private,Private,0,Recreation,41.8213,-92.4459,Iowa,24,Yes,No,No,Earth,Earth,,Soil,50,,,50,51-100 feet,1205,200000,1962,1960-1969,2100,2100,1430,96.5,1.73,,Uncontrolled,2,5,Significant,Satisfactory,No
Pool Four Langshwager Tract,MI00647,Federal,Federal,0,Other,43.33333333,-84.05,Michigan,7,Yes,No,No,Earth,Earth,,,10,10,10,10,Less than 25 feet,15180,0,1955,1950-1959,384,384,270,96,0,2600,Uncontrolled,200,5,Low,Not Rated,No
Bradley Junction Ne,FL10072,Private,Private,0,Tailings,27.860001,-81.940002,Florida,3,Yes,No,No,Earth,Earth;Other,,,100,95,105,105,Greater than 100 feet,10138,13329066,,Undetermined,1920,1920,1344,96,96,110,Controlled,64,0,Significant,Not Rated,No
Bonnie Lake Mine Central,FL13338,Private,Private,0,Tailings,27.9207,-81.939201,Florida,0,Yes,No,No,Earth,Earth,Earth,Soil,15,10,17,17,Less than 25 feet,9040,332700,1995,1990-1999,1050,1050,960,96,0.15,6,Uncontrolled,4,0,Low,Not Rated,No
Piney Point(6),FL10043,Private,Private,0,Tailings,27.620001,-82.519997,Florida,6,Yes,No,No,Earth,Earth;Other,,,100,95,105,105,Greater than 100 feet,8712,11454666,,Undetermined,1920,1920,1344,96,0.15,110,Controlled,64,0,Significant,Not Rated,No
Cedar Creek WS SCS Site 57 Dam,TX03338,Local Government,Local Government,0,Flood Risk Reduction,32.647903,-96.245473,Texas,6,Yes,No,Yes,Earth,Earth,,,23,23,27,27,25-50 feet,4040,104740,1962,1960-1969,2974,2974,325,96,4.68,4723,Uncontrolled,102,5,High,Fair,No
Winn Exploration Dam No 2,TX04738,Private,Private,0,Water Supply,28.722057,-100.388045,Texas,,Yes,No,No,Earth,Earth,Earth,Rock,24,24,24,24,Less than 25 feet,1800,0,1960,1960-1969,1290,1290,650,96,2.3,4800,Uncontrolled,77,,Low,Not Rated,No
Harmony Mission Dam,MO20767,State,State,0,Recreation,38.07262,-94.42942,Missouri,0,Yes,No,No,Earth,Earth,,,42,,42,42,25-50 feet,1781,0,1985,1980-1989,935,935,935,96,2.38,0,Uncontrolled,110,3,High,Satisfactory,No
